Date,SP,FAMILY,SUBFAMILY,TRIBE,GENUS,SPECIES,COUNT_#,% HOW CONFIDENT WE ARE,NOTES
6/21/2023,PS1,Geometridae,,,Synchlora,aerata,2,,
6/22/2023,CP4,Geometridae,Geometrinae,,Synchlora,aerata,1,,
8/2/2023,PS2,Crambidae,Acentropinae,,Synclita,obliteralis,1,,
6/20/2023,NB3,Tortricidae,,,Syndemis,afflictana,1,,
5/7/2023,CP2,Gelechiidae,,,Telphusa ,longifasciella,1,,
6/21/2023,PS5,Geometridae,Ennominae,,Tetracis,cachexiata,1,,
6/22/2023,CP4,Geometridae,Ennominae,,Tetracis,cachexiata,1,,
6/29/2023,NB3,Geometridae,Ennominae,,Tetracis,cachexiata,1,,badly worn
6/4/2023,CP5,Geometridae,,,Tetracis ,cachexiata,1,50,White slant line - not sure which white moth
6/2/2023,NB3,Geometridae ,Ennominae,,Tetracis ,cachexiata,1,75,
9/14/2023,PS4,Geometridae,Larentiinae,,Thera,contractata,2,,
9/26/2023,NB3,Geometridae,Larentiinae,,Thera,contractata,2,,
10/4/2023,NB2,Geometridae,Larentiinae,,Thera,contractata,1,,
5/9/2023,PS1,Geometridae,,,Thera,juniperata,1,,very difficult to tell: either George's Carpet or Juniper Carpet moth
9/26/2023,NB1,Geometridae,Larentiinae,,Thera,juniperata,1,,
9/26/2023,NB2,Geometridae,Larentiinae,,Thera,juniperata,3,,
9/26/2023,NB2,Geometridae,Larentiinae,,Thera,juniperata,3,,
10/4/2023,NB1,Geometridae,Larentiinae,,Thera,juniperata,12,,
10/4/2023,NB2,Geometridae,Larentiinae,,Thera,juniperata,27,,
10/4/2023,NB3,Geometridae,Larentiinae,,Thera,juniperata,7,,
10/4/2023,NB5,Geometridae,Larentiinae,,Thera,juniperata,3,,
10/5/2023,PS1,Geometridae,Larentiinae,,Thera,juniperata,11,,
10/5/2023,PS2,Geometridae,Larentiinae,,Thera,juniperata,23,,
10/5/2023,PS3,Geometridae,Larentiinae,,Thera,juniperata,18,,
10/6/2023,CP2,Geometridae,Larentiinae,,Thera,juniperata,2,,
10/6/2023,CP4,Geometridae,Larentiinae,,Thera,juniperata,2,,
10/6/2023,CP7,Geometridae,Larentiinae,,Thera,juniperata,7,,
9/26/2023,NB3,Geometridae,Larentiinae,,Thera ,contractata,2,,
8/1/2023,NB5,Lasiocampidae,,,Tolype,laricis,1,,male
8/16/2023,NB1,Lasiocampidae,,,Tolype,laricis,1,,
8/17/2023,PS1,Lasiocampidae,,,Tolype,laricis,1,,
9/12/2023,NB3,Lasiocampidae,,,Tolype,laricis,1,,
5/24/2023,NB1,Noctuidae,,,Trichordestra,,1,,
6/2/2023,NB2,Noctuidae,,,Trichordestra,,1,,
6/2/2023,NB3,Noctuidae,,,Trichordestra,,1,,
10/6/2023,CP7,Crambidae,Pyraustinae,,Udea,rubigalis,1,,
9/26/2023,NB5,Noctuidae,Noctuniae,Xylenini,Ufeus,satyricus,2,,
9/26/2023,NB5,Noctuidae,Noctuinae,,Ufeus,satyricus,2,,
10/4/2023,NB5,Noctuidae,Noctuinae,,Ufeus,satyricus,1,,
10/5/2023,PS3,Noctuidae,Noctuinae,,Ufeus,satyricus,1,,
10/6/2023,CP2,Noctuidae,Noctuinae,,Ufeus,satyricus,1,,
10/6/2023,CP4,Noctuidae,Noctuinae,,Ufeus,satyricus,1,,
7/26/2023,PS3,Crambidae,,,,,1,,
7/27/2023,CP2,Crambidae,,,,,1,,scales very worn
7/27/2023,CP7,Crambidae,Pyraustinae,,,,1,,
7/27/2023,CP7,Crambidae,Crambinae,,,,1,,scales very worn
8/1/2023,NB1,Crambidae,,,,,1,,
8/1/2023,NB2,Crambidae,Crambinae,,,,6,,photographs of poor quality
8/1/2023,NB3,Crambidae,Crambinae,,,,5,,photographs of poor quality
8/1/2023,NB5,Crambidae,Pyraustinea,,,,1,,scales very worn
8/1/2023,NB5,Crambidae,Crambinae,,,,2,,photographs of poor quality
8/2/2023,PS1,Crambidae,Crambinae,,,,3,,various Grass veneers
8/2/2023,PS3,Crambidae,Crambinae,,,,2,,Grass veneers
8/16/2023,NB1,Crambidae,Crambinae,,,,5,,Various grass veneers
8/16/2023,NB2,Crambidae,,,,,1,,smaller
8/16/2023,NB2,Crambidae,,,,,1,,larger
8/16/2023,NB2,Crambidae,Crambinae,,,,3,,Various grass veneers
8/16/2023,NB2,Crambidae,,,,,2,,Scoparia?
8/16/2023,NB5,Crambidae,,,,,1,,Scopariinae?
8/17/2023,PS1,Crambidae,Pyraustinae,,,,1,,Scales very worn
8/17/2023,PS1,Crambidae,,,,,1,,
8/17/2023,PS1,Crambidae,,,,,2,,
8/17/2023,PS3,Crambidae,,,,,1,,
9/12/2023,NB1,Crambidae,Crambinae,,,,3,,
9/12/2023,NB2,Crambidae,,,,,1,,photo of poor quality/specimen too damaged to identify to species
9/14/2023,PS4,Crambidae,Crambinae,,,,1,,photo of poor quality/specimen too damaged to identify to species
9/22/2023,CP3,Crambidae,,,,,1,,
9/26/2023,NB2,Crambidae,,,,,1,,photo too poor/specimen too damaged to identify to species
7/27/2023,CP2,Erebidae,,,,,1,,Underwing? Tiger moth?
7/27/2023,CP2,Erebidae,,,,,2,,scales very worn
7/27/2023,CP7,Erebidae,Arctiinae,Arctiini,,,1,,Grammia virgo?
7/27/2023,CP7,Erebidae,Arctiinae,Arctiini,,,4,,
8/1/2023,NB1,Erebidae,,,,,3,,scales very worn
8/1/2023,NB2,Erebidae,,,,,2,,
8/1/2023,NB5,Erebidae,,,,,1,,snout?
8/2/2023,PS1,Erebidae,,,,,3,,Renia flavipunctalis? scales very worn
8/16/2023,NB2,Erebidae,Hypeninae,,,,1,,Snout spp?
8/16/2023,NB2,Erebidae,,,,,1,,
8/17/2023,PS1,Erebidae,,,,,2,,Scales very worn
9/12/2023,NB1,Erebidae ,,,,,1,,Crambidia pallida?
9/12/2023,NB1,Erebidae ,,,,,3,,Hypenodes fractilinea?
8/1/2023,NB3,Gelechiidae,,,,,1,,Telephusa latifasciella? photograph of poor quality
7/26/2023,PS3,Geometridae,Ennominae,,,,1,,scales very worn
7/26/2023,PS3,Geometridae,,,,,3,,scales very worn
7/26/2023,PS3,Geometridae,,,,,1,,scales very worn
7/27/2023,CP2,Geometridae,,,,,1,,scales very worn
8/1/2023,NB1,Geometridae,Ennominae,,,,1,,"Diagrammia continuata or Phigalia titea, scales very worn"
8/1/2023,NB1,Geometridae,Ennominae,,,,1,,Ennomos subsignaria? Scales very worn but underside of wings marked with small black discal spot
8/1/2023,NB1,Geometridae,,,,,1,,scales very worn
8/1/2023,NB5,Geometridae,Ennominae,,,,1,,scales very worn
8/2/2023,PS1,Geometridae,Ennominae,,,,1,,Cabera erythemaria? scales very worn
8/2/2023,PS2,Geometridae,Ennominae,,,,1,,scales very worn; discal dot visible on forewing
8/2/2023,PS3,Geometridae,Ennominae,,,,1,,scales very worn; discal dot visible on forewing
8/2/2023,PS4,Geometridae,Ennominae,,,,1,,a species of Gray? photo of poor quality
8/16/2023,NB1,Geometridae,Ennominae,,,,3,,Lomographa glomeraria?
8/16/2023,NB1,Geometridae,Ennominae,,,,1,,scales very worn
8/16/2023,NB2,Geometridae,Ennominae,,,,1,,scales very worn
8/16/2023,NB2,Geometridae,Ennominae,,,,1,,
8/16/2023,NB2,Geometridae,Ennominae,,,,1,,Macaria minorata?
8/16/2023,NB5,Geometridae,Ennominae,,,,1,,A species of Gray?
8/16/2023,NB5,Geometridae,Ennominae,,,,1,,Scales very worn; antennae bipectinate
8/16/2023,NB5,Geometridae,Ennominae,,,,1,,Scales very worn; antennae bipectinate
8/16/2023,NB5,Geometridae,Ennominae,,,,1,,Scales very worn
8/16/2023,NB5,Geometridae,Ennominae,,,,1,,A species of Carpet?
8/16/2023,NB5,Geometridae,Ennominae,,,,1,,poor quality photo
8/16/2023,NB5,Geometridae,Ennominae,,,,1,,Eupithecia?
7/26/2023,PS1,Noctuidae,,,,,1,,forewings badly worn
7/26/2023,PS1,Noctuidae,Noctuinae,,,,1,,forewings badly worn
7/26/2023,PS3,Noctuidae,,,,,1,,
7/26/2023,PS3,Noctuidae,,,,,1,,scales very worn
7/27/2023,CP2,Noctuidae,Noctuinae,Noctuini,,,1,,scales very worn
7/27/2023,CP2,Noctuidae,Noctuinae,Noctuini,,,1,,Noctua pronuba? scales very worn
7/27/2023,CP2,Noctuidae,,,,,1,,scales very worn
8/1/2023,NB1,Noctuidae,Noctuinae,,,,1,,Wainscot?
8/1/2023,NB1,Noctuidae,Noctuinae,,,,1,,
8/1/2023,NB2,Noctuidae,Noctuinae,,,,1,,
8/2/2023,PS3,Noctuidae,,,,,3,,Proxenus miranda?
8/16/2023,NB2,Noctuidae,Noctuniae,,,,1,,scales very worn
8/16/2023,NB2,Noctuidae,Noctuniae,,,,1,,scales very worn
8/17/2023,PS1,Noctuidae,,,,,1,,scales very worn and picture dark
8/17/2023,PS3,Noctuidae,,,,,1,,Mouse moth?
9/12/2023,NB1,Noctuidae,Noctuniae,Noctuini,,,4,,photographs of poor quality/specimens too damaged to identify to species
9/12/2023,NB1,Noctuidae,Noctuniae,,,,2,,Scales very worn
9/12/2023,NB1,Noctuidae,Noctuniae,,,,1,,photo dark
9/12/2023,NB2,Noctuidae,Noctuniae,Noctuini,,,1,,Agrostis gladiaria? scales badly worn
9/12/2023,NB2,Noctuidae,Noctuniae,,,,1,,Scales badly worn
9/14/2023,PS3,Noctuidae,Noctuniae,,,,1,,Scales too worn to identify to species
9/14/2023,PS4,Noctuidae,Noctuniae,,,,1,,Condica vecors? specimen very dark
9/14/2023,PS4,Noctuidae,,,,,1,,photo of poor quality/specimen too damaged to identify to species
9/22/2023,CP2,Noctuidae,,,,,1,,Copper underwing? Dagger?
9/22/2023,CP2,Noctuidae,,,,,1,,Scales too damaged to identify to species
9/22/2023,CP4,Noctuidae,,,,,1,,Scales very worn
9/22/2023,CP5,Noctuidae,Noctuniae,Noctuini,,,1,,Abagrotis alternata? Scales very worn
9/22/2023,CP5,Noctuidae,Noctuniae,,,,1,,Nephelodes minians?
9/22/2023,CP7,Noctuidae,Noctuniae,,,,1,,Scales very worn
7/27/2023,CP2,Notodontidae,,,,,2,,scales very worn
8/1/2023,NB2,Notodontidae,,,,,1,,
8/1/2023,NB5,Notodontidae,,,,,1,,scales very worn
8/17/2023,PS1,Notodontidae,,,,,4,,
8/2/2023,PS1,Pyralidae,,,,,1,,Peoria approximella? photo of poor quality
8/17/2023,PS1,Pyralidae,,,,,1,,
9/12/2023,NB2,Pyralidae,,,,,1,,photo of poor quality/specimen too damaged to identify to species
9/12/2023,NB3,Pyralidae,,,,,1,,specimen upside down in photo
7/27/2023,CP7,Sphingidae,Smerinthinae,,,,1,,note: all specimens badly damaged by rain
7/27/2023,CP7,Sphingidae,Sphingidae,,,,1,,
7/26/2023,PS3,Tortricidae,,,,,1,,
7/26/2023,PS5,Tortricidae,Tortricinae,,,,1,,
7/26/2023,PS5,Tortricidae,Tortricinae,,,,1,,scales very worn
7/26/2023,PS5,Tortricidae,,,,,2,,
8/1/2023,NB1,Tortricidae,Olethreutinae,,,,1,,
8/1/2023,NB2,Tortricidae,Olethreutinae,,,,2,,
8/1/2023,NB2,Tortricidae,,,,,2,,
8/1/2023,NB5,Tortricidae,Tortricinae,,,,3,,
8/2/2023,PS3,Tortricidae,Tortricinae,,,,1,,Leafroller? Photo of poor quality
8/2/2023,PS4,Tortricidae,Tortricinae,,,,1,,Sparganothis sulphureana? scales very worn
8/16/2023,NB2,Tortricidae,,,,,1,,
8/17/2023,PS1,Tortricidae,,,,,1,,
9/12/2023,NB1,Tortricidae,Olethreutinae,,,,1,,
9/12/2023,NB1,Tortricidae,Olethreutinae,,,,1,,Eucosma dorsisignatana?
9/12/2023,NB3,Tortricidae,,,,,1,,scales worn and photo poor quality
9/12/2023,NB5,Tortricidae,Tortricinae,,,,2,,photos of poor quality/specimens too damaged to identify to species
9/20/2023,NB1,Tortricidae,,,,,1,,Olethreutinae?
9/22/2023,CP3,Tortricidae,Tortricinae,,,,1,,
9/22/2023,CP5,Tortricidae,Tortricinae,,,,1,,Scales very worn
9/22/2023,CP5,Tortricidae,Tortricinae,,,,2,,photo of poor quality/specimen too damaged to identify to species
9/22/2023,CP7,Tortricidae,Tortricinae,,,,1,,Scales very worn
9/26/2023,NB1,Tortricidae,Tortricinae,,,,4,,Decodes basiplagana?
9/26/2023,NB1,Tortricidae,Olethreutinae,,,,3,,
9/26/2023,NB2,Tortricidae,Olethreutinae,,,,3,,
9/26/2023,NB2,Tortricidae,Olethreutinae,,,,1,,
9/26/2023,NB3,Tortricidae,,,,,1,,no close-up photo
7/26/2023,PS1,,,,,,1,,yellow
7/26/2023,PS2,,,,,,1,,
7/26/2023,PS2,,,,,,1,,
7/26/2023,PS2,,,,,,2,,
7/26/2023,PS2,,,,,,5,,Snouts?Grass-veneers?
7/26/2023,PS2,,,,,,15,,
7/26/2023,PS3,,,,,,1,,
7/26/2023,PS3,,,,,,1,,
7/26/2023,PS3,,,,,,1,,scales very worn
7/26/2023,PS5,,,,,,1,,Family Eribidae?
7/26/2023,PS5,,,,,,1,,Family Crambidae? wings very worn
7/27/2023,CP2,,,,,,14,,photographs of poor quality or specimens to damaged to identify
7/27/2023,CP7,,,,,,36,,specimens to damaged to identify
8/1/2023,NB1,,,,,,4,,photographs of poor quality or specimens to damaged to identify
8/1/2023,NB2,,,,,,12,,photographs of poor quality or specimens to damaged to identify
8/1/2023,NB3,,,,,,1,,scales very worn; bipectinate antennae
8/1/2023,NB3,,,,,,19,,photographs of poor quality or specimens to damaged to identify
8/1/2023,NB5,,,,,,5,,photographs of poor quality or specimens to damaged to identify
8/2/2023,PS1,,,,,,2,,no idea
8/2/2023,PS1,,,,,,6,,photographs of poor quality or specimens to damaged to identify
8/2/2023,PS2,,,,,,1,,Idia?
8/2/2023,PS2,,,,,,5,,photographs of poor quality or specimens to damaged to identify
8/2/2023,PS4,,,,,,7,,photographs of poor quality or specimens to damaged to identify
8/16/2023,NB1,,,,,,1,,Modest quaker?
8/16/2023,NB1,,,,,,1,,no idea
8/16/2023,NB1,,,,,,16,,photographs of poor quality or specimens to damaged to identify
8/16/2023,NB2,,,,,,16,,photographs of poor quality or specimens to damaged to identify
8/16/2023,NB5,,,,,,8,,photographs of poor quality or specimens to damaged to identify
8/17/2023,PS1,,,,,,7,,photographs of poor quality or specimens to damaged to identify
8/17/2023,PS3,,,,,,5,,photographs of poor quality/specimens too damaged to identify to species
9/12/2023,NB1,,,,,,6,,photographs of poor quality/specimens too damaged to identify to species
9/12/2023,NB2,,,,,,3,,photos of poor quality/specimens too damaged to identify to species
9/12/2023,NB3,,,,,,1,,photographs of poor quality/specimens too damaged to identify to species
9/14/2023,PS2,,,,,,1,,photo of poor quality/specimen too damaged to identify to species
9/22/2023,CP3,,,,,,2,,photo of poor quality/specimen too damaged to identify to species
9/22/2023,CP4,,,,,,1,,photo of poor quality/specimen too damaged to identify to species
7/7/2023,CP3,Crambidae,Crambinae,,Urola,nivalis,1,,
7/7/2023,CP7,Crambidae,Crambinae,,Urola,nivalis,1,,
7/6/2023,PS2,Crambidae,Crambinae,,Vaxi,auratella,1,,
5/7/2023,CP2,Geometridae,,,Venusia ,comptaria,1,,
8/17/2023,PS3,Erebidae,Arctiinae,Arctiini,Virbia,aurantiaca,1,,HW not visible
6/29/2023,NB1,Erebidae,Arctiinae,,Virbia,immaculata,1,80,clean hind wing
6/22/2023,CP5,Erebidae,Arctiinae,,Virbia,laeta,1,,
6/29/2023,NB1,Erebidae,Arctiinae,,Virbia,,1,,species unclear based on lack of markings on hindwing
6/30/2023,PS2,Erebidae,Arctiinae,,Virbia,,1,,need to see hind wing
7/7/2023,CP3,Erebidae,Arctiinae,,Virbia,,2,,need to see hind wing
7/7/2023,CP7,Erebidae,Arctiinae,,Virbia,,3,,
7/20/2023,CP3,Erebidae,Arctiinae,,Virbia,,1,,need to see hindwing
7/20/2023,CP6,Erebidae,Arctiinae,,Virbia,,3,,need to see hind wing
7/20/2023,CP7,Erebidae,Arctiinae,,Virbia,,1,,need to see hindwing
5/7/2023,CP2,Pyralidae,,,Vitula,edmandsii,5,,
5/7/2023,CP3,Pyralidae,,,Vitula,edmandsii,2,,
5/16/2023,CP3,Pyralidae,,,Vitula,edmandsii,1,,
5/7/2023,CP5,Pyralidae,,,Vitula ,edmandsii,4,,
5/9/2023,PS2,Pyralidae,,,Vitula ,edmandsii,1,,
6/21/2023,PS4,Geometridae,Ennominae,,Xanthotype,sospeta/urticaria,1,,
7/26/2023,PS5,Geometridae,Ennominae,,Xanthotype,urticaria,1,,
6/21/2023,PS1,Geometridae,,,Xanthotype,,1,,
6/21/2023,PS2,Geometridae,,,Xanthotype,,2,,Crocus Geometer Moth
6/29/2023,NB3,Geometridae,Ennominae,,Xanthotype,,2,,sospeta/urticaria -- visually impossible to differentiate
6/21/2023,PS3,Geometridae,,,Xanthotype ,urticaria,1,,
9/12/2023,NB5,Noctuidae,Noctuniae,Noctuini,Xestia,badicollis,3,,
6/15/2023,PS1,Noctuidae,,,Xestia,c-nigrum,1,,
6/15/2023,PS2,Noctuidae,,,Xestia,c-nigrum,1,,
6/15/2023,PS5,Noctuidae,,,Xestia,c-nigrum,2,,
6/16/2023,CP2,Noctuidae,,,Xestia,c-nigrum,2,,
9/12/2023,NB3,Noctuidae,Noctuniae,Noctuini,Xestia,c-nigrum,2,,
9/14/2023,PS3,Noctuidae,Noctuniae,Noctuini,Xestia,dilucida,1,,
6/14/2023,NB5,Noctuidae,,,Xestia,dolosa,1,,
6/21/2023,PS2,Noctuidae ,,,Xestia,dolosa,1,,
8/17/2023,PS3,Noctuidae,Noctuniae,Noctuini,Xestia,normaniana,1,,
7/18/2023,NB1,Noctuidae,Noctuinae,,Xestia,praevia,1,,uncommon
7/18/2023,NB5,Noctuidae,Noctuinae,,Xestia,praevia,1,,
7/25/2023,NB2,Noctuidae,Noctuinae,,Xestia,previa,1,,
9/22/2023,CP2,Noctuidae,Noctuinae,,Xestia,smithii,1,,
9/22/2023,CP2,Noctuidae,Noctuniae,Noctuini,Xestia,smithii,1,,
6/21/2023,PS3,Noctuidae,,,Xestia,,3,50,
6/22/2023,CP2,Noctuidae,Noctuinae,,Xestia,,4,,Black letter dart complex (c-nigrum/dolosa)
6/22/2023,CP3,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
6/22/2023,CP5,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
6/22/2023,CP6,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
6/22/2023,CP7,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
7/7/2023,CP7,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
9/12/2023,NB2,Noctuidae,Noctuniae,Noctuini,Xestia,,2,,Black letter dart complex (c-nigrum/dolosa)
9/12/2023,NB5,Noctuidae,Noctuniae,Noctuini,Xestia,,2,,badicollis? Scales badly worn
9/12/2023,NB5,Noctuidae,Noctuniae,Noctuini,Xestia,,1,,dilucida?
9/14/2023,PS2,Noctuidae,Noctuniae,Noctuini,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
9/22/2023,CP2,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
9/22/2023,CP2,Noctuidae,Noctuniae,Noctuini,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
9/22/2023,CP4,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
9/22/2023,CP4,Noctuidae,Noctuniae,Noctuini,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
9/22/2023,CP5,Noctuidae,Noctuinae,,Xestia,,3,,Black letter dart complex (c-nigrum/dolosa)
9/22/2023,CP5,Noctuidae,Noctuniae,Noctuini,Xestia,,3,,Black letter dart complex (c-nigrum/dolosa)
9/22/2023,CP7,Noctuidae,Noctuinae,,Xestia,,2,,
9/22/2023,CP7,Noctuidae,Noctuniae,Noctuini,Xestia,,2,,Black letter dart complex (c-nigrum/dolosa)
10/4/2023,NB5,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
10/5/2023,PS1,Noctuidae,Noctuinae,,Xestia,,1,,Black letter dart complex (c-nigrum/dolosa)
10/6/2023,CP2,Noctuidae,Noctuinae,,Xestia,,3,,Black letter dart complex (c-nigrum/dolosa)
10/6/2023,CP5,Noctuidae,Noctuinae,,Xestia,,2,,Black letter dart complex (c-nigrum/dolosa)
10/6/2023,CP7,Noctuidae,Noctuinae,,Xestia,,2,,Black letter dart complex (c-nigrum/dolosa)
6/14/2023,NB1,Noctuidae,,,Xestia ,c-nigrum,1,50,Lesser Black-letter Dart
6/21/2023,PS2,Noctuidae ,,,Xestia ,c-nigrum,1,,
6/21/2023,PS2,Noctuidae ,,,Xestia ,dolosa,1,,
5/6/2023,NB3,Noctuidae,,,Xylena,curvimacula,1,,
5/6/2023,NB4,Noctuidae,,,Xylena,curvimacula,1,,
5/7/2023,CP2,Noctuidae,,,Xylena,curvimacula,2,,
5/7/2023,CP3,Noctuidae,,,Xylena,curvimacula,1,,
5/7/2023,CP6,Noctuidae,,,Xylena,curvimacula,3,,
5/9/2023,PS3,Noctuidae,,,Xylena,curvimacula,2,,
5/6/2023,NB4,Noctuidae,,,Xylena,,1,,
5/7/2023,CP7,Noctuidae,,,Xylena ,cineritia,1,,
5/9/2023,PS2,Noctuidae,,,Xylena ,cineritia,1,,
6/14/2023,NB5,Noctuidae,,,Xylena ,curvimacula ,1,,
6/16/2023,CP2,Noctuidae,,,Xylena ,curvimacula ,2,,
6/16/2023,CP2,Noctuidae,,,Xylena ,curvimacula ,2,,
5/6/2023,NB5,Noctuidae,,,Xylena ,thoracica,1,,*confirmed by facebook people
6/22/2023,CP2,Erebidae,Erebinae,,Zale,horrida,1,,
5/24/2023,NB2,Erebidae,,,Zale,,3,,"~ around 3 , hard to tell , guess"
6/2/2023,NB2,Erebidae,,,Zale,,2,75,
5/24/2023,NB3,Erebidae,,,Zale ,obliqua,1,,
7/18/2023,NB1,Erebidae,Hermeniidae,,Zanclognatha,,1,,badly worn
7/20/2023,CP3,Erebidae,Hermeniinae,,Zanclognatha,,1,,badly worn
6/4/2023,CP2,Crambidae,Crambinae,,,,3,,grass-veneers tribe
6/4/2023,CP5,Crambidae,Crambinae,,,,1,,grass-veneers tribe
6/14/2023,NB3,Crambidae,Crambinae,,,,1,,grass-veneers tribe
6/16/2023,CP7,Crambidae,,,,,1,,
6/21/2023,PS5,Crambidae,,,,,4,50,no close up photo and moths in bad shape
6/22/2023,CP2,Crambidae,Acentropinae,,,,1,,no close up
6/22/2023,CP2,Crambidae,Pyraustinae,,,,1,,no close up and badly worn
6/22/2023,CP3,Crambidae,Acentropinae,,,,2,,badly worn
6/22/2023,CP3,Crambidae,Crambinae,,,,8,,mixed grass veneers
6/22/2023,CP3,Crambidae,Pyraustinae,,,,1,,badly worn
6/22/2023,CP3,Crambidae,,,,,1,,badly worn
6/22/2023,CP4,Crambidae,Crambinae,,,,9,,variety of grass veneers
6/22/2023,CP5,Crambidae,Crambinae,,,,9,,variety of grass veneers
6/22/2023,CP6,Crambidae,Acentropinae,,,,1,,badly worn
6/22/2023,CP6,Crambidae,Pyraustinae,,,,3,,badly worn and bad photo
6/30/2023,PS1,Crambidae,,,,,2,,badly worn
6/30/2023,PS2,Crambidae,Crambinae,,,,3,,Grass veneers
6/30/2023,PS5,Crambidae,Crambinae,,,,3,,grass veneers
7/5/2023,NB2,Crambidae,Pyraustinae,,,,1,,no close up photo
7/5/2023,NB2,Crambidae,Crambinae,,,,4,,Grass veneers - no close up
7/5/2023,NB3,Crambidae,Pyraustinae,,,,1,,low res pictures
7/5/2023,NB5,Crambidae,Crambinae,,,,3,,Grass veneers no close up
7/5/2023,NB5,Crambidae,,,,,2,50,no close up
7/6/2023,PS1,Crambidae,Crambinae,,,,3,,"grass veneers no close up of 2, other worn"
7/6/2023,PS2,Crambidae,Crambinae,,,,1,,bad photo - upside down
7/6/2023,PS2,Crambidae,Acentropinae,,,,2,,badly worn
7/6/2023,PS2,Crambidae,,,,,1,,"badly worn, no close up"
7/7/2023,CP2,Crambidae,Crambinae,,,,1,,grass veneer no close up
7/7/2023,CP3,Crambidae,Crambinae,,,,11,,mixed grass veneers
7/7/2023,CP4,Crambidae,Crambinae,,,,8,,mixed and mashed grass veneers
7/7/2023,CP5,Crambidae,,,,,6,,badly worn
7/7/2023,CP7,Crambidae,Crambinae,,,,1,,grass veneer - no close up
7/18/2023,NB1,Crambidae,,,,,1,,badly worn
7/18/2023,NB2,Crambidae,,,,,2,,badly worn
7/18/2023,NB3,Crambidae,Crambinae,,,,2,,grass veneers
7/18/2023,NB5,Crambidae,Pyraustinae,,,,1,,badly worn
7/20/2023,CP4,Crambidae,Crambinae,,,,7,,mixed grass veneers
7/20/2023,CP6,Crambidae,Pyraustinae,,,,3,,badly worn
7/25/2023,NB2,Crambidae,Crambinae,,,,8,,mixed grass veneers
7/25/2023,NB2,Crambidae,Pyraustinae,,,,1,,
7/25/2023,NB3,Crambidae,Crambinae,,,,4,,mixed grass veneers
7/25/2023,NB3,Crambidae,Pyraustinae,,,,2,,no close up
7/26/2023,PS1,Crambidae,Pyraustinea,,,,5,,
7/26/2023,PS5,Crambidae,Pyraustinea,,,,2,,Herpetogramma pertextalis?
7/26/2023,PS5,Crambidae,Crambinae,,,,4,,
10/6/2023,CP2,Crambidae,Crambinae,,,,2,,worn grass veneers
6/21/2023,PS2,Depressariidae,,,,,1,,
5/24/2023,NB3,Geometridae,Ennominae,,,,6,,
5/24/2023,NB5,Geometridae,,,,,4,,white thin 
6/16/2023,CP2,Erebidae,,,,,2,,
5/24/2023,NB3,Erebidae,Erebinae ,,,,3,,
6/3/2023,PS4,Erebidae,Hermeniiae,,,,1,10,some kind of litter moth maybe?
6/15/2023,PS5,Erebidae,,,,,3,,
6/16/2023,CP7,Erebidae,,,,,1,,Tiger Moth 
6/22/2023,CP2,Erebidae,Hermeniinae,,,,1,,no close up and badly worn
6/22/2023,CP2,Erebidae,Arctiinae,,,,1,50,possible lichen moth sp.
6/22/2023,CP3,Erebidae,,,,,1,,badly worn
6/22/2023,CP5,Erebidae,Hermeniinae,,,,2,,badly worn
6/22/2023,CP5,Erebidae,Hermeniidae,,,,1,50,no close up photo and badly worn
6/22/2023,CP6,Erebidae,Arctiinae,,,,1,,badly worn
6/22/2023,CP7,Erebidae,Hermeniinae,,,,3,80,badly worn
6/22/2023,CP7,Erebidae,Hermeniidae,,,,5,,badly worn
6/22/2023,CP7,Erebidae,,,,,2,,very badly worn
6/30/2023,PS2,Erebidae,,,,,1,,badly worn
6/30/2023,PS3,Erebidae,,,,,7,,badly worn 
7/5/2023,NB2,Erebidae,Hermeniinae,,,,2,,badly worn and low res
7/6/2023,PS1,Erebidae,,,,,2,,"badly worn, no close up"
7/7/2023,CP2,Erebidae,,,,,1,,badly worn
7/7/2023,CP3,Erebidae,Hermeniinae,,,,1,,badly worn
7/7/2023,CP3,Erebidae,Hermeniinae,,,,2,,badly worn
7/7/2023,CP4,Erebidae,Hermeniidae,,,,1,,badly worn
7/7/2023,CP4,Erebidae,,,,,1,,no close up
7/7/2023,CP5,Erebidae,,,,,1,,badly worn
7/7/2023,CP7,Erebidae,,,,,2,,prob litter moth
7/19/2023,PS5,Erebidae,Hermeniinae,,,,1,,badly worn
7/19/2023,PS5,Erebidae,,,,,1,,badly worn
